2.325741,-2.288853
3.410885,-1.396639
2.386559,-4.038032
2.471462,-2.786037
3.302444,-2.895564
0.923431,-3.548994
1.643858,-3.267005
1.109248,1.263371
2.137005,0.414029
-0.664274,2.255560
-0.157341,-1.859923
0.935817,0.061941
-1.866137,0.332961
-1.784920,-3.319655
-0.756377,-0.328349
-1.277375,-0.430958
-1.728963,-1.146669
-0.962609,1.815810
-1.204437,-2.096890
-0.848949,-0.353228
1.100430,-2.160367
-0.011413,2.376255
-0.050014,-0.648048
0.091780,0.474144
1.399500,0.723515
-1.909583,-0.360952
-0.184873,0.344860
-1.309365,-2.071853
-0.053351,-1.424804
-0.500249,-2.281315
1.343293,-1.665326
1.015092,0.017784
0.276850,-1.661321
-4.119798,0.497151
-0.425352,0.739038
0.464925,0.765225
-0.964921,-2.423789
-0.421105,-1.420414
-0.180973,-0.826066
0.135380,0.339151
2.257664,0.189179
-0.220524,0.518838
-2.956427,1.718217
1.661680,-0.261417
1.259225,0.708272
0.468718,0.966631
3.064579,-0.295434
0.374120,2.600164
2.729383,-0.626753
-1.911150,-1.208255
-1.630282,0.896431
-0.434072,0.004909
0.620957,-0.210190
0.185009,0.418847
0.110811,1.111251
-0.948764,2.172256
0.629939,0.264254
-0.027023,-0.974482
0.437714,0.934813
0.087890,-0.501156
1.240404,-0.390991
-1.056506,-0.214283
0.101498,-0.484382
0.757454,1.792716
-0.136901,-0.659628
0.005563,0.477047
-0.503364,0.349697
-0.690313,2.662314
0.245901,0.009970
2.027113,0.067717
-1.905767,2.297096
1.176681,-0.738683
0.041632,-1.250793
-0.419683,-0.845822
1.428099,-0.175038
-1.140137,1.698069
1.141570,-0.886719
-0.880910,-0.849046
0.192213,1.788427
-0.628088,-2.056653
1.258171,1.860133
-1.073474,-0.606381
1.979883,-0.507460
0.302969,-1.371161
-1.483251,-0.338560
0.934571,2.497601
-1.687410,0.635084
-1.405571,0.467318
-0.559144,0.169308
0.232898,0.568028
0.497011,2.295223
-1.402985,-0.102500
-1.783007,1.475040
0.791801,0.241945
2.104816,-0.061221
-0.811871,0.131006
-0.971088,1.575928
3.660467,-1.177534
-0.711036,0.278418
-0.968377,3.151149
0.798701,-0.379276
0.747125,-0.105481
0.241562,-0.060789
-0.002558,1.348541
1.464660,0.950174
-0.220728,0.586858
-0.008461,2.436915
